TeamID,TeamName,FirstD1Season,LastD1Season,Rating,num,Season
1101,Abilene Chr,2014,2024,50,1,2010
1102,Air Force,1985,2024,47.40612289320428,2,2010
1103,Akron,1985,2024,54.30233243227866,3,2010
1104,Alabama,1985,2024,56.8759223901003,4,2010
1105,Alabama A&M,2000,2024,38.47379252198372,5,2010
1106,Alabama St,1985,2024,43.741698660109975,6,2010
1107,SUNY Albany,2000,2024,41.250576011270404,7,2010
1108,Alcorn St,1985,2024,33.82365495696527,8,2010
1109,Alliant Intl,1985,1991,40.62112481898934,9,2010
1110,American Univ,1985,2024,46.170743590999415,10,2010
1111,Appalachian St,1985,2024,51.432042865183796,11,2010
1112,Arizona,1985,2024,57.93097105588976,12,2010
1113,Arizona St,1985,2024,60.13301031887189,13,2010
1114,Ark Little Rock,1985,2024,45.984872107399816,14,2010
1115,Ark Pine Bluff,1999,2024,44.92279538484792,15,2010
1116,Arkansas,1985,2024,54.31696791745106,16,2010
1117,Arkansas St,1985,2024,48.132025304953004,17,2010
1118,Armstrong St,1987,1987,43.685172002423464,18,2010
1119,Army,1985,2024,43.381715502361345,19,2010
1120,Auburn,1985,2024,55.63323669501963,20,2010
1121,Augusta,1985,1991,45.10958391864129,21,2010
1122,Austin Peay,1985,2024,48.23439234779731,22,2010
1123,Ball St,1985,2024,47.501612160578645,23,2010
1124,Baylor,1985,2024,62.314690132889915,24,2010
1125,Belmont,2000,2024,48.79247951196212,25,2010
1126,Bethune-Cookman,1985,2024,41.542114117769145,26,2010
1127,Binghamton,2002,2024,46.567669335335346,27,2010
1128,Birmingham So,2003,2006,47.29730854028873,28,2010
1129,Boise St,1985,2024,50.29551823909296,29,2010
1130,Boston College,1985,2024,56.37475305644585,30,2010
1131,Boston Univ,1985,2024,49.506755622981416,31,2010
1132,Bowling Green,1985,2024,48.94836220802304,32,2010
1133,Bradley,1985,2024,55.05561087005584,33,2010
1134,Brooklyn,1985,1992,37.156393560413896,34,2010
1135,Brown,1985,2024,43.272444320301844,35,2010
1136,Bryant,2009,2024,37.37626457038252,36,2010
1137,Bucknell,1985,2024,45.33618897103464,37,2010
1138,Buffalo,1992,2024,51.218423091169626,38,2010
1139,Butler,1985,2024,62.29193483758935,39,2010
1140,BYU,1985,2024,60.70888845415928,40,2010
1141,C Michigan,1985,2024,48.18992538574423,41,2010
1142,Cal Poly,1995,2024,46.15286270873081,42,2010
1143,California,1985,2024,60.78752517923405,43,2010
1144,Campbell,1985,2024,46.79889576740283,44,2010
1145,Canisius,1985,2024,46.906041047360105,45,2010
1146,Cent Arkansas,2007,2024,41.15650824289287,46,2010
1147,Centenary,1985,2011,41.32871686505054,47,2010
1148,Central Conn,1987,2024,43.397001997838686,48,2010
1149,Charleston So,1985,2024,41.89418824947803,49,2010
1150,Charlotte,1985,2024,53.04109767529743,50,2010
1151,Chattanooga,1985,2024,46.44432483573754,51,2010
1152,Chicago St,1985,2024,41.19114106195273,52,2010
1153,Cincinnati,1985,2024,57.04532249282226,53,2010
1154,Citadel,1985,2024,47.78995471436375,54,2010
1155,Clemson,1985,2024,59.86854949656357,55,2010
1156,Cleveland St,1985,2024,52.81871314466216,56,2010
1157,Coastal Car,1987,2024,48.74200611453235,57,2010
1158,Col Charleston,1992,2024,52.50475931064314,58,2010
1159,Colgate,1985,2024,43.55235569731852,59,2010
1160,Colorado,1985,2024,53.053325223999785,60,2010
1161,Colorado St,1985,2024,51.619093863983096,61,2010
1162,Columbia,1985,2024,43.43684077155883,62,2010
1163,Connecticut,1985,2024,58.77513045348606,63,2010
1164,Coppin St,1986,2024,39.03245363295108,64,2010
1165,Cornell,1985,2024,55.854703712028154,65,2010
1166,Creighton,1985,2024,55.52115149335622,66,2010
1167,CS Bakersfield,2008,2024,44.07797333720735,67,2010
1168,CS Fullerton,1985,2024,48.16066279884703,68,2010
1169,CS Northridge,1991,2024,46.443535899808715,69,2010
1170,CS Sacramento,1992,2024,41.75291293133993,70,2010
1171,Dartmouth,1985,2024,39.47323103887427,71,2010
1172,Davidson,1985,2024,51.416844075671456,72,2010
1173,Dayton,1985,2024,56.20472979906847,73,2010
1174,Delaware,1985,2024,44.68710770036462,74,2010
1175,Delaware St,1985,2024,43.77736755153341,75,2010
1176,Denver,1999,2024,49.575752807531906,76,2010
1177,DePaul,1985,2024,49.22872094432927,77,2010
1178,Detroit,1985,2024,51.04410685968427,78,2010
1179,Drake,1985,2024,52.2940499799582,79,2010
1180,Drexel,1985,2024,49.83136917145098,80,2010
1181,Duke,1985,2024,65.72698389598254,81,2010
